2021-01-08 13:27:26.286,wheat
2021-01-08 13:27:26.286,wheat
2021-01-08 13:27:26.341,wheat
2021-01-08 13:27:26.342,wheat
2021-01-08 13:27:26.389,wheat
2021-01-08 13:27:26.389,wheat
2021-01-08 13:27:26.406,wheat
2021-01-08 13:27:26.406,wheat
2021-01-08 13:27:26.440,wheat
2021-01-08 13:27:26.440,wheat
2021-01-08 13:27:26.498,wheat
2021-01-08 13:27:26.498,wheat
2021-01-08 13:27:26.512,wheat
2021-01-08 13:27:26.512,wheat
2021-01-08 13:27:26.537,wheat
2021-01-08 13:27:26.537,wheat
2021-01-08 13:27:26.589,wheat
2021-01-08 13:27:26.589,wheat
2021-01-08 13:27:26.624,wheat
2021-01-08 13:27:26.624,wheat
2021-01-08 13:27:26.638,wheat
2021-01-08 13:27:26.638,wheat
2021-01-08 13:27:26.697,wheat
2021-01-08 13:27:26.697,wheat
2021-01-08 13:27:26.735,wheat
2021-01-08 13:27:26.735,wheat
2021-01-08 13:27:26.746,wheat
2021-01-08 13:27:26.746,wheat
2021-01-08 13:27:26.788,wheat
2021-01-08 13:27:26.789,wheat
2021-01-08 13:27:26.836,wheat
2021-01-08 13:27:26.837,wheat
2021-01-08 13:27:26.845,wheat
2021-01-08 13:27:26.845,wheat
2021-01-08 13:27:26.891,wheat
2021-01-08 13:27:26.891,wheat
2021-01-08 13:27:26.937,wheat
2021-01-08 13:27:26.937,wheat
2021-01-08 13:27:26.954,wheat
2021-01-08 13:27:26.954,wheat
2021-01-08 13:27:26.998,wheat
2021-01-08 13:27:26.998,wheat
2021-01-08 13:27:27.037,wheat
2021-01-08 13:27:27.037,wheat
2021-01-08 13:27:27.065,wheat
2021-01-08 13:27:27.066,wheat
2021-01-08 13:27:27.092,wheat
2021-01-08 13:27:27.092,wheat
2021-01-08 13:27:27.142,wheat
2021-01-08 13:27:27.142,wheat
2021-01-08 13:27:27.189,wheat
2021-01-08 13:27:27.189,wheat
2021-01-08 13:27:27.192,wheat
2021-01-08 13:27:27.192,wheat
2021-01-08 13:27:27.241,wheat
2021-01-08 13:27:27.241,wheat
2021-01-08 13:27:27.291,wheat
2021-01-08 13:27:27.292,wheat
2021-01-08 13:27:27.293,wheat
2021-01-08 13:27:27.294,wheat
2021-01-08 13:27:27.343,wheat
2021-01-08 13:27:27.343,wheat
2021-01-08 13:27:27.398,wheat
2021-01-08 13:27:27.398,wheat
2021-01-08 13:27:27.403,wheat
2021-01-08 13:27:27.403,wheat
2021-01-08 13:27:27.445,wheat
2021-01-08 13:27:27.445,wheat
2021-01-08 13:27:27.495,wheat
2021-01-08 13:27:27.495,wheat
2021-01-08 13:27:27.521,wheat
2021-01-08 13:27:27.521,wheat
2021-01-08 13:27:27.545,wheat
2021-01-08 13:27:27.545,wheat
2021-01-08 13:27:27.589,wheat
2021-01-08 13:27:27.589,wheat
2021-01-08 13:27:27.640,wheat
2021-01-08 13:27:27.640,wheat
2021-01-08 13:27:27.641,wheat
2021-01-08 13:27:27.641,wheat
2021-01-08 13:27:27.692,wheat
2021-01-08 13:27:27.692,wheat
2021-01-08 13:27:27.740,wheat
2021-01-08 13:27:27.741,wheat
2021-01-08 13:27:27.758,wheat
2021-01-08 13:27:27.758,wheat
2021-01-08 13:27:27.791,wheat
2021-01-08 13:27:27.792,wheat
2021-01-08 13:27:27.838,wheat
2021-01-08 13:27:27.838,wheat
2021-01-08 13:27:27.870,wheat
2021-01-08 13:27:27.870,wheat
2021-01-08 13:27:27.893,wheat
2021-01-08 13:27:27.893,wheat
2021-01-08 13:27:27.939,wheat
2021-01-08 13:27:27.939,wheat
2021-01-08 13:27:27.981,wheat
2021-01-08 13:27:27.981,wheat
2021-01-08 13:27:27.997,wheat
2021-01-08 13:27:27.998,wheat
2021-01-08 13:27:28.043,wheat
2021-01-08 13:27:28.043,wheat
2021-01-08 13:27:28.091,wheat
2021-01-08 13:27:28.091,wheat
2021-01-08 13:27:28.092,wheat
2021-01-08 13:27:28.092,wheat
2021-01-08 13:27:28.143,wheat
2021-01-08 13:27:28.143,wheat
2021-01-08 13:27:28.191,wheat
2021-01-08 13:27:28.191,wheat
2021-01-08 13:27:28.203,wheat
2021-01-08 13:27:28.203,wheat
2021-01-08 13:27:28.240,wheat
2021-01-08 13:27:28.241,wheat
2021-01-08 13:27:28.294,wheat
2021-01-08 13:27:28.294,wheat
2021-01-08 13:27:28.309,wheat
2021-01-08 13:27:28.309,wheat
2021-01-08 13:27:28.340,wheat
2021-01-08 13:27:28.340,wheat
2021-01-08 13:27:28.396,wheat
2021-01-08 13:27:28.396,wheat
2021-01-08 13:27:28.416,wheat
2021-01-08 13:27:28.416,wheat
2021-01-08 13:27:28.447,wheat
2021-01-08 13:27:28.447,wheat
2021-01-08 13:27:28.486,wheat
2021-01-08 13:27:28.486,wheat
2021-01-08 13:27:28.526,wheat
2021-01-08 13:27:28.526,wheat
2021-01-08 13:27:28.536,wheat
2021-01-08 13:27:28.536,wheat
2021-01-08 13:27:28.596,wheat
2021-01-08 13:27:28.596,wheat
2021-01-08 13:27:28.641,wheat
2021-01-08 13:27:28.642,wheat
2021-01-08 13:27:28.650,wheat
2021-01-08 13:27:28.650,wheat
2021-01-08 13:27:28.691,wheat
2021-01-08 13:27:28.691,wheat
2021-01-08 13:27:28.739,wheat
2021-01-08 13:27:28.739,wheat
2021-01-08 13:27:28.764,wheat
2021-01-08 13:27:28.764,wheat
2021-01-08 13:27:28.790,wheat
2021-01-08 13:27:28.790,wheat
2021-01-08 13:27:28.845,wheat
2021-01-08 13:27:28.845,wheat
2021-01-08 13:27:28.884,wheat
2021-01-08 13:27:28.884,wheat
2021-01-08 13:27:28.887,wheat
2021-01-08 13:27:28.887,wheat
2021-01-08 13:27:28.946,wheat
2021-01-08 13:27:28.946,wheat
2021-01-08 13:27:28.993,wheat
2021-01-08 13:27:28.994,wheat
2021-01-08 13:27:28.998,wheat
2021-01-08 13:27:28.998,wheat
2021-01-08 13:27:29.038,wheat
2021-01-08 13:27:29.038,wheat
2021-01-08 13:27:29.088,wheat
2021-01-08 13:27:29.088,wheat
2021-01-08 13:27:29.091,wheat
2021-01-08 13:27:29.091,wheat
2021-01-08 13:27:29.138,wheat
2021-01-08 13:27:29.138,wheat
2021-01-08 13:27:29.192,wheat
2021-01-08 13:27:29.192,wheat
2021-01-08 13:27:29.198,wheat
2021-01-08 13:27:29.198,wheat
2021-01-08 13:27:29.237,wheat
2021-01-08 13:27:29.237,wheat
2021-01-08 13:27:29.289,wheat
2021-01-08 13:27:29.289,wheat
2021-01-08 13:27:29.298,wheat
2021-01-08 13:27:29.298,wheat
2021-01-08 13:27:29.345,wheat
2021-01-08 13:27:29.346,wheat
2021-01-08 13:27:29.391,wheat
2021-01-08 13:27:29.391,wheat
2021-01-08 13:27:29.406,wheat
2021-01-08 13:27:29.406,wheat
2021-01-08 13:27:29.445,wheat
2021-01-08 13:27:29.445,wheat
2021-01-08 13:27:29.488,wheat
2021-01-08 13:27:29.488,wheat
2021-01-08 13:27:29.509,wheat
2021-01-08 13:27:29.509,wheat
2021-01-08 13:27:29.535,wheat
2021-01-08 13:27:29.535,wheat
2021-01-08 13:27:29.593,wheat
2021-01-08 13:27:29.593,wheat
2021-01-08 13:27:29.610,wheat
2021-01-08 13:27:29.610,wheat
2021-01-08 13:27:29.645,wheat
2021-01-08 13:27:29.646,wheat
2021-01-08 13:27:29.690,wheat
2021-01-08 13:27:29.691,wheat
2021-01-08 13:27:29.719,wheat
2021-01-08 13:27:29.719,wheat
2021-01-08 13:27:29.736,wheat
2021-01-08 13:27:29.736,wheat
2021-01-08 13:27:29.792,wheat
2021-01-08 13:27:29.792,wheat
2021-01-08 13:27:29.815,wheat
2021-01-08 13:27:29.815,wheat
2021-01-08 13:27:29.837,wheat
