2021-01-20T17:22:14.344352,start
2021-01-20T17:22:24.279660,start
2021-01-20T17:22:28.820279,left
2021-01-20T17:22:30.996322,right
2021-01-20T17:22:35.227261,left
2021-01-20T17:22:36.538644,left
2021-01-20T17:22:37.884734,left
2021-01-20T17:22:39.368188,left
2021-01-20T17:22:40.580688,left
2021-01-20T17:22:42.383492,left
2021-01-20T17:22:47.476783,right
2021-01-20T17:22:48.926118,right
2021-01-20T17:22:51.446736,right
2021-01-20T17:22:52.075253,right
2021-01-20T17:22:55.340651,right
2021-01-20T17:22:56.796136,right
2021-01-20T17:22:58.089484,right
2021-01-20T17:23:00.346535,right
2021-01-20T17:23:03.019866,right
2021-01-20T17:23:07.503629,left
2021-01-20T17:23:10.060167,left
2021-01-20T17:23:12.083008,left
2021-01-20T17:23:13.865211,left
2021-01-20T17:23:15.792669,left
2021-01-20T17:23:17.497524,left
2021-01-20T17:23:19.514206,left
2021-01-20T17:23:23.346432,left
2021-01-20T17:23:28.161459,exit
